sample_id,input,expected_verdict,expected_signal
sms_phish_0441,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",suspicious,
sms_phish_0442,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,suspicious,
sms_phish_0443,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",suspicious,
sms_phish_0444,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,suspicious,
sms_phish_0445,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,suspicious,
sms_safe_0446,Here got lots of hair dresser fr china.,likely_safe,
sms_phish_0447,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,suspicious,
sms_safe_0448,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",likely_safe,
sms_safe_0449,what is your account number?,likely_safe,
sms_phish_0450,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",suspicious,
sms_safe_0451,Hey tmr maybe can meet you at yck,likely_safe,
sms_safe_0452,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",likely_safe,
sms_safe_0453,No it will reach by 9 only. She telling she will be there. I dont know,likely_safe,
sms_safe_0454,What time is ur flight tmr?,likely_safe,
sms_safe_0455,have * good weekend.,likely_safe,
sms_safe_0456,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,likely_safe,
sms_phish_0457,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",suspicious,
sms_safe_0458,5 nights...We nt staying at port step liao...Too ex,likely_safe,
sms_safe_0459,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",likely_safe,
sms_safe_0460,"Its ok chikku, and its my 1 of favourite song..:-)",likely_safe,
sms_safe_0461,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,likely_safe,
sms_phish_0462,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,suspicious,
sms_phish_0463,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,suspicious,
sms_phish_0464,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",suspicious,
sms_phish_0465,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",suspicious,
sms_phish_0466,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",suspicious,
sms_phish_0467,88066 FROM 88066 LOST 3POUND HELP,suspicious,
sms_safe_0468,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,likely_safe,
sms_safe_0469,Tell them u have a headache and just want to use 1 hour of sick time.,likely_safe,
sms_phish_0470,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,suspicious,
sms_safe_0471,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",likely_safe,
sms_phish_0472,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,suspicious,
sms_phish_0473,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,suspicious,
sms_phish_0474,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3",suspicious,
sms_safe_0475,Havent.,likely_safe,
sms_phish_0476,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",suspicious,
sms_safe_0477,"Yeah sure, give me a couple minutes to track down my wallet",likely_safe,
sms_safe_0478,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,likely_safe,
sms_phish_0479,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",suspicious,
sms_phish_0480,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,suspicious,
sms_phish_0481,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",suspicious,
sms_safe_0482,Fine i miss you very much.,likely_safe,
sms_safe_0483,K...k:)why cant you come here and search job:),likely_safe,
sms_safe_0484,I am not at all happy with what you saying or doing,likely_safe,
sms_phish_0485,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,suspicious,
sms_safe_0486,Lara said she can loan me  &lt;#&gt; .,likely_safe,
sms_phish_0487,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",suspicious,
sms_safe_0488,Hey what how about your project. Started aha da.,likely_safe,
sms_safe_0489,I'm at work. Please call,likely_safe,
sms_phish_0490,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",suspicious,
sms_safe_0491,My uncles in Atlanta. Wish you guys a great semester.,likely_safe,
sms_safe_0492,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",likely_safe,
sms_phish_0493,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",suspicious,
sms_safe_0494,"Alright, we're all set here, text the man",likely_safe,
sms_phish_0495,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,suspicious,
sms_safe_0496,Where @,likely_safe,
sms_safe_0497,Lol! Oops sorry! Have fun.,likely_safe,
sms_safe_0498,Ok lor thanx... ÌÏ in school?,likely_safe,
sms_safe_0499,I love u 2 my little pocy bell I am sorry but I love u,likely_safe,
sms_phish_0500,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,suspicious,
sms_phish_0501,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,suspicious,
sms_safe_0502,I think chennai well settled?,likely_safe,
sms_phish_0503,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,suspicious,
sms_phish_0504,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,suspicious,
sms_phish_0505,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,suspicious,
sms_safe_0506,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",likely_safe,
sms_safe_0507,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,likely_safe,
sms_safe_0508,Hi happy birthday. Hi hi hi hi hi hi hi,likely_safe,
sms_phish_0509,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",suspicious,
sms_safe_0510,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",likely_safe,
sms_phish_0511,You have 1 new message. Please call 08718738034.,suspicious,
sms_safe_0512,I'm ok. Will do my part tomorrow,likely_safe,
sms_phish_0513,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,suspicious,
sms_safe_0514,Ding me on ya break fassyole! Blacko from londn,likely_safe,
sms_safe_0515,Another month. I need chocolate weed and alcohol.,likely_safe,
sms_phish_0516,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,suspicious,
sms_safe_0517,Send me the new number,likely_safe,
sms_phish_0518,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,suspicious,
sms_safe_0519,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",likely_safe,
sms_phish_0520,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,suspicious,
sms_safe_0521,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,likely_safe,
sms_safe_0522,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",likely_safe,
sms_phish_0523,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,suspicious,
sms_phish_0524,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,suspicious,
sms_phish_0525,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",suspicious,
sms_safe_0526,Huh so early.. Then Ì_ having dinner outside izzit?,likely_safe,
sms_phish_0527,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",suspicious,
sms_safe_0528,I wait 4 Ì_ inside da car park...,likely_safe,
sms_phish_0529,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,suspicious,
sms_phish_0530,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,suspicious,
sms_safe_0531,What is the plural of the noun research?,likely_safe,
sms_phish_0532,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",suspicious,
sms_phish_0533,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,suspicious,
sms_phish_0534,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,suspicious,
sms_phish_0535,You have 1 new message. Please call 08715205273,suspicious,
sms_phish_0536,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,suspicious,
sms_phish_0537,FROM 88066 LOST å£12 HELP,suspicious,
sms_phish_0538,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",suspicious,
sms_safe_0539,We're finally ready fyi,likely_safe,
sms_safe_0540,When are you going to ride your bike?,likely_safe,
sms_phish_0541,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,suspicious,
sms_phish_0542,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",suspicious,
sms_phish_0543,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,suspicious,
sms_phish_0544,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",suspicious,
sms_safe_0545,Babe ? I lost you ... :-(,likely_safe,
sms_safe_0546,Tell me something. Thats okay.,likely_safe,
sms_phish_0547,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,suspicious,
sms_safe_0548,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,likely_safe,
sms_safe_0549,happened here while you were adventuring,likely_safe,
sms_safe_0550,K:)k.are you in college?,likely_safe,
sms_safe_0551,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,likely_safe,
sms_safe_0552,Cps is causing the outages to conserve energy.,likely_safe,
sms_phish_0553,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",suspicious,
sms_phish_0554,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",suspicious,
sms_safe_0555,"Nah can't help you there, I've never had an iphone",likely_safe,
sms_phish_0556,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",suspicious,
sms_phish_0557,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,suspicious,
sms_phish_0558,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",suspicious,
sms_phish_0559,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",suspicious,
sms_phish_0560,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",suspicious,
sms_phish_0561,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,suspicious,
sms_safe_0562,Erm. I thought the contract ran out the4th of october.,likely_safe,
sms_phish_0563,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,suspicious,
sms_safe_0564,Thinkin about someone is all good. No drugs for that,likely_safe,
sms_phish_0565,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",suspicious,
sms_phish_0566,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,suspicious,
sms_phish_0567,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,suspicious,
sms_phish_0568,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",suspicious,
sms_safe_0569,Yo! Howz u? girls never rang after india. L,likely_safe,
sms_safe_0570,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,likely_safe,
sms_safe_0571,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,likely_safe,
sms_safe_0572,I plane to give on this month end.,likely_safe,
sms_safe_0573,Hmmm:)how many players selected?,likely_safe,
sms_phish_0574,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",suspicious,
sms_safe_0575,Remind me how to get there and I shall do so,likely_safe,
sms_phish_0576,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",suspicious,
sms_safe_0577,Only once then after ill obey all yours.,likely_safe,
sms_phish_0578,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,suspicious,
sms_phish_0579,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,suspicious,
sms_safe_0580,Super da:)good replacement for murali,likely_safe,
sms_phish_0581,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,suspicious,
sms_safe_0582,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,likely_safe,
sms_phish_0583,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,suspicious,
sms_safe_0584,"Oops I did have it,  &lt;#&gt; ?",likely_safe,
sms_phish_0585,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,suspicious,
sms_phish_0586,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",suspicious,
sms_safe_0587,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,likely_safe,
sms_phish_0588,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,suspicious,
sms_safe_0589,"Ela kano.,il download, come wen ur free..",likely_safe,
sms_safe_0590,"There're some people by mu, I'm at the table by lambda",likely_safe,
sms_safe_0591,That depends. How would you like to be treated? :),likely_safe,
sms_safe_0592,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,likely_safe,
sms_safe_0593,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,likely_safe,
sms_safe_0594,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,likely_safe,
sms_phish_0595,FreeMsg>FAV XMAS TONES!Reply REAL,suspicious,
sms_safe_0596,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",likely_safe,
sms_safe_0597,Oh ok wait 4 me there... My lect havent finish,likely_safe,
sms_safe_0598,Did u got that persons story,likely_safe,
sms_phish_0599,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,suspicious,
sms_phish_0600,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,suspicious,
sms_phish_0601,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,suspicious,
sms_safe_0602,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,likely_safe,
sms_safe_0603,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",likely_safe,
sms_phish_0604,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",suspicious,
sms_safe_0605,I'm in office now da:)where are you?,likely_safe,
sms_phish_0606,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",suspicious,
sms_safe_0607,Have you bookedthe hut? And also your time off? How are you by the way?,likely_safe,
sms_safe_0608,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave...,likely_safe,
sms_phish_0609,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,suspicious,
sms_safe_0610,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",likely_safe,
sms_safe_0611,I'm e person who's doing e sms survey...,likely_safe,
sms_safe_0612,In which place do you want da.,likely_safe,
sms_phish_0613,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",suspicious,
sms_safe_0614,Ok lor...,likely_safe,
sms_phish_0615,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,suspicious,
sms_phish_0616,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,suspicious,
sms_safe_0617,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,likely_safe,
sms_phish_0618,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,suspicious,
sms_phish_0619,network operator. The service is free. For T & C's visit 80488.biz,suspicious,
sms_safe_0620,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",likely_safe,
sms_phish_0621,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,suspicious,
sms_safe_0622,You were supposed to wake ME up &gt;:(,likely_safe,
sms_safe_0623,You still coming tonight?,likely_safe,
sms_safe_0624,Should I head straight there or what,likely_safe,
sms_safe_0625,Customer place i will call you,likely_safe,
sms_phish_0626,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",suspicious,
sms_safe_0627,"Haha... Sounds crazy, dunno can tahan anot...",likely_safe,
sms_safe_0628,Your dad is back in ph?,likely_safe,
sms_safe_0629,Hey whats up? U sleeping all morning?,likely_safe,
sms_safe_0630,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,likely_safe,
sms_safe_0631,I cant pick the phone right now. Pls send a message,likely_safe,
sms_phish_0632,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",suspicious,
sms_safe_0633,Just sleeping..and surfing,likely_safe,
sms_safe_0634,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",likely_safe,
sms_phish_0635,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",suspicious,
sms_phish_0636,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",suspicious,
sms_phish_0637,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),suspicious,
sms_phish_0638,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,suspicious,
sms_phish_0639,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,suspicious,
sms_phish_0640,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",suspicious,
sms_safe_0641,I said its okay. Sorry,likely_safe,
sms_phish_0642,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,suspicious,
sms_safe_0643,Are you going to wipro interview today?,likely_safe,
sms_safe_0644,Play w computer? Aiyah i tok 2 u lor?,likely_safe,
sms_phish_0645,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,suspicious,
sms_safe_0646,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,likely_safe,
sms_safe_0647,Wat time do u wan 2 meet me later?,likely_safe,
sms_safe_0648,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,likely_safe,
sms_safe_0649,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",likely_safe,
sms_safe_0650,"Haha get used to driving to usf man, I know a lot of stoners",likely_safe,
sms_safe_0651,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",likely_safe,
sms_phish_0652,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",suspicious,
sms_phish_0653,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,suspicious,
sms_safe_0654,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,likely_safe,
sms_phish_0655,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,suspicious,
sms_phish_0656,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,suspicious,
sms_phish_0657,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",suspicious,
sms_phish_0658,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",suspicious,
sms_safe_0659,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,likely_safe,
sms_phish_0660,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",suspicious,
sms_phish_0661,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,suspicious,
sms_safe_0662,"Sorry, I'll call later  &lt;#&gt; mins",likely_safe,
sms_phish_0663,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",suspicious,
sms_phish_0664,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,suspicious,
sms_safe_0665,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",likely_safe,
sms_safe_0666,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,likely_safe,
sms_safe_0667,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",likely_safe,
